objectid,filename,title,creator,publisherpublication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,format-original,type,format,language,rights,rightsstatement
josephy0465,,"Nez Perce Country, A Handbook for Nez Perce National Historical Park","produced by the Division of Publications National Park ""Service","US"" Department of the Interior",Washington D.C.,1983,,,,,,,Wallowa County History Collection,Nez-Perce-Country-A-Handbook-for-Nez-Perce-National-Historical-Park,book,record,listing,eng,,
josephy0466,,Of Men and Mountains,William O. Douglas,"Harper & Brothers ""Publishers","NY""",1950,,,,,,,Wallowa County History Collection,Of-Men-and-Mountains,book,record,listing,eng,,
josephy0467,,The Old and the New,History of the Post Offices of Wallowa County,Irene Barklow,self-published,1982,,,,,,,Wallowa County History Collection,The-Old-and-the-New,book,record,listing,eng,,
josephy0468,,"Pioneering in the Wallowas, Four Frontier Tales",Lloyd W. Coffman,High Mountain Graphics,"Enterprise, OR",1987,,,,,,,Wallowa County History Collection,Pioneering-in-the-Wallowas-Four-Frontier-Tales,book,record,listing,eng,,
josephy0469,,"School Days in the Wallowas: a history of the ninety-one schools and communities of Wallowa Co., Oregon",Irene Locke Barklow,Enchantments Publishing of Oregon,"Enterprise, OR",1992,,,,,,,Wallowa County History Collection,School-Days-in-the-Wallowas-a-history-of-the-ninety-one-schools-and-communities-of-Wallowa-Co-Oregon,book,record,listing,eng,,
josephy0470,,Seasons Silently Waiting,a memoir,Eileen Mayer Thiel,self-published,2016,,,,,,,Wallowa County History Collection,Seasons-Silently-Waiting,book,record,listing,eng,,
josephy0471,,The Story of Hell’s Canyon,Gerald J. Tucker,self-published,"Joseph, OR",1977,,,,,,,Wallowa County History Collection,The-Story-of-Hell-s-Canyon,book,record,listing,eng,,
josephy0472,,The Story of Wallowa Lake,Grace Bartlett,self-published,"Joseph, OR",1967,,,,,,,Wallowa County History Collection,The-Story-of-Wallowa-Lake,book,record,listing,eng,,
josephy0473,,This Valley (Wallowa Valley),Lola Hopkins,Quality Paperbacks,"Boring, Oregon",1978,,,,,,,Wallowa County History Collection,This-Valley-Wallowa-Valley-,book,record,listing,eng,,
josephy0474,,"300 Miles Awheel, the story of an 1898 bicycle ride across northeast Oregon",Homer Clark,Bear Creek Press,"Wallowa, OR",1898,(a project of the Wallowa History Center),,,,,,Wallowa County History Collection,300-Miles-Awheel-the-story-of-an-1898-bicycle-ride-across-northeast-Oregon,book,record,listing,eng,,
josephy0475,,Topping Out: (a teacher of by-gone days recalls life in the great canyons of the Snake and Salmon Rivers),Katherine Wonn Harris,self-published,"Joseph, OR",1956,"epilogue, October 15, 1972",,,,,,Wallowa County History Collection,Topping-Out-a-teacher-of-by-gone-days-recalls-life-in-the-great-canyons-of-the-Snake-and-Salmon-Rivers-,book,record,listing,eng,,
josephy0476,,The Town That Was Maxville: the Story of a Vanished Oregon Logging Town and the People Who Called It Home,Mark Highberger,Bear Creek Press,"Wallowa, OR",2001,,,,,,,Wallowa County History Collection,The-Town-That-Was-Maxville-the-Story-of-a-Vanished-Oregon-Logging-Town-and-the-People-Who-Called-It-Home,book,record,listing,eng,,
josephy0477,,"True Unity, Willing Communication Between Horse and Human, Tom Dorrance Talks About Horses",edited by Milly Hunt Porter,Give-It-A-Go Enterprises,"Tuscarora, NV",1987,,,,,,,Wallowa County History Collection,True-Unity-Willing-Communication-Between-Horse-and-Human-Tom-Dorrance-Talks-About-Horses,book,record,listing,eng,,
josephy0478,,"Union Centennial Album, City of Victorian Heritage","writer, Rick Steber; photographer-designer, Jerry Gildemeister",Baker Printing and Lithography,"Union, OR",1978,,,,,,,Wallowa County History Collection,Union-Centennial-Album-City-of-Victorian-Heritage,book,record,listing,eng,,
josephy0479,,"Wallowa County, Oregon, A Capsule History",Lloyd W. Coffman,Wallowa County Centennial Press,"Enterprise, OR",1987,,,,,,,Wallowa County History Collection,Wallowa-County-Oregon-A-Capsule-History,book,record,listing,eng,,
josephy0480,,The Wallowa Country 1867-1877,Grace Bartlett,self-published,"Joseph, OR",1976,,,,,,,Wallowa County History Collection,The-Wallowa-Country-1867-1877,book,record,listing,eng,,
josephy0481,,"Wallowa, the Land of Winding Waters",Grace Bartlett,self-published,"Joseph, OR",1967,,,,,,,Wallowa County History Collection,Wallowa-the-Land-of-Winding-Waters,book,record,listing,eng,,
josephy0482,,The Wallowas: Coming of Age in the Wilderness,William Ashworth,"Hawthorne Books, Inc.",NY,1978,,,,,,,Wallowa County History Collection,The-Wallowas-Coming-of-Age-in-the-Wilderness,book,record,listing,eng,,
josephy0483,,Wild Horse Rider,Rick Steber,Maverick Publicans,"Bend, OR",1984,,,,,,,Wallowa County History Collection,Wild-Horse-Rider,book,record,listing,eng,,
josephy0484,,Charolais-Wellamotkin Auto Tour,,Wallowa Valley Ranger District,Oregon,1981,early 1980’s,,,,,,Wallowa County History Collection,Charolais-Wellamotkin-Auto-Tour,booklet,record,listing,eng,,
josephy0485,,Crossing the Plains,W.G. Beith,Enterprise Record,"Enterprise, OR",1931-01-01,,,,,,,Wallowa County History Collection,Crossing-the-Plains,booklet,record,listing,eng,,
josephy0486,,The First Winter: a Homesteader’s Memories of the 1880’s,Morton Carroll Wolverton,Bear Creek Press,Oregon,2003-07-01,,,,,,,Wallowa County History Collection,The-First-Winter-a-Homesteader-s-Memories-of-the-1880-s,booklet,record,listing,eng,,
josephy0487,,"It’s the Dash – Antarctica, South Georgia & the Falkland Islands",Jean A. Falbo,,,2008,,,,,,,Wallowa County History Collection,It-s-the-Dash-Antarctica-South-Georgia-the-Falkland-Islands,booklet,record,listing,eng,,
josephy0488,,Oregon’s Wallowa Valley,,,,1997,(three copies),,,,,,Wallowa County History Collection,Oregon-s-Wallowa-Valley,booklet,record,listing,eng,,
josephy0489,,Pioneering in the Wallowas: Four Frontier Tales by Lloyd W. Coffman,,High Mt. Graphics,,1987,,,,,,,Wallowa County History Collection,Pioneering-in-the-Wallowas-Four-Frontier-Tales-by-Lloyd-W-Coffman,booklet,record,listing,eng,,
josephy0490,,Snake River Hills: a dedication to my mother,Lenora Barr Torgenson,,,1975,,,,,,,Wallowa County History Collection,Snake-River-Hills-a-dedication-to-my-mother,booklet,record,listing,eng,,
josephy0491,,Steam Boatin’ on the Snake,US Forest Service,US Forest Service,"Baker City, OR",,,,,,,,Wallowa County History Collection,Steam-Boatin-on-the-Snake,booklet,record,listing,eng,,
josephy0492,,This is Your Guide to Wallowa County: the Land of Winding Waters,,,,1989,,,,,,,Wallowa County History Collection,This-is-Your-Guide-to-Wallowa-County-the-Land-of-Winding-Waters,booklet,record,listing,eng,,
josephy0493,,A Two-Weeks’ Trip in the Wallowa Mountains with the Astoria Angoras,August Hildebrand,,"Astoria, OR",,,,,,,,Wallowa County History Collection,A-Two-Weeks-Trip-in-the-Wallowa-Mountains-with-the-Astoria-Angoras,booklet,record,listing,eng,,
josephy0494,,Visit Oregon’s Hidden Paradise: Wallowa County,Wallowa National Forest Service,,"Enterprise, OR",,,,,,,,Wallowa County History Collection,Visit-Oregon-s-Hidden-Paradise-Wallowa-County,booklet,record,listing,eng,,
josephy0495,,Wallowa County Day Camp (CJSS),"Mrs. Alvin M. Josephy, Jr. (Betty)",Missionary District of Eastern Oregon,,1962,,,,,,,Wallowa County History Collection,Wallowa-County-Day-Camp-CJSS-,booklet,record,listing,eng,,
josephy0496,,"Wallowa County: Land of Winding Waters, The Switzerland of America",,Boise Cascade Corp.,,," Oregon-Idaho Region, Joseph Plant",,,,,,Wallowa County History Collection,Wallowa-County-Land-of-Winding-Waters-The-Switzerland-of-America,booklet,record,listing,eng,,
josephy0497,,Wallowa County Oregon: Where to Go and What to See,,,,1925,circa 20’s or 30’s,,,,,,Wallowa County History Collection,Wallowa-County-Oregon-Where-to-Go-and-What-to-See,booklet,record,listing,eng,,
josephy0498,,Wallowa Valley Barn Tour,,Enterprise Hometown Improvement Group,"Enterprise, OR",2000,,,,,,,Wallowa County History Collection,Wallowa-Valley-Barn-Tour,booklet,record,listing,eng,,
